,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
11,0.13693981170654296,0.04690861035671944,0.0010359764099121093,6.217605487298094e-05,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 2}",0.4440203562340967,0.45038167938931295,0.41762452107279696,0.45012787723785164,0.44430217669654287,0.4412965798876978,0.012140897937756408,132,0.4508301404853129,0.44604086845466157,0.45454545454545453,0.4502551020408163,0.4469238125597705,0.44971907561720315,0.003038368855746392
12,0.18606715202331542,0.04243964050670694,0.0009933948516845704,7.72652782460369e-06,0.1,"(50,)",3,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 3}",0.4402035623409669,0.45674300254452926,0.4482758620689655,0.4629156010230179,0.4622279129321383,0.4540581929555896,0.008694769400802117,110,0.4661558109833972,0.4562579821200511,0.4462519936204147,0.4633290816326531,0.4628626075868664,0.45897149518867647,0.00713992411820973
13,0.18082695007324218,0.04874045352425747,0.001003122329711914,1.0248782518316772e-05,0.1,"(50,)",4,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 4}",0.4580152671755725,0.4707379134860051,0.4725415070242657,0.4641943734015345,0.4622279129321383,0.4655436447166922,0.00539666776591545,99,0.4616858237547893,0.4553001277139208,0.47145135566188195,0.47225765306122447,0.47465731590691745,0.46707045521974677,0.007364708152057087
14,0.21201472282409667,0.05614745606399623,0.0010104179382324219,1.737219270604036e-05,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 5}",0.4720101781170484,0.49872773536895676,0.4891443167305236,0.5,0.49167733674775926,0.49030117406840223,0.010039020088904385,85,0.4878671775223499,0.4846743295019157,0.513237639553429,0.501594387755102,0.5049410264583998,0.49846291215823924,0.010700086710361881
15,0.2611647605895996,0.080313414405311,0.0010168075561523438,4.680296987606767e-06,0.1,"(50,)",6,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 6}",0.48982188295165396,0.4681933842239186,0.4789272030651341,0.5038363171355499,0.5083226632522407,0.4897907095456866,0.014999796872776158,87,0.5009578544061303,0.5140485312899106,0.4858054226475279,0.4968112244897959,0.5052598023589416,0.5005765670384613,0.009337412971938838
16,0.2681760787963867,0.04461036949134449,0.0009927749633789062,2.0460704074544425e-05,0.1,"(50,)",7,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 7}",0.5114503816793893,0.49745547073791346,0.5019157088122606,0.4961636828644501,0.5121638924455826,0.5038284839203675,0.006790354532247844,66,0.5185185185185185,0.51213282247765,0.5148325358851674,0.5191326530612245,0.5164169588779088,0.5162066977640938,0.0025469479796953213
17,0.23276691436767577,0.06519265424748605,0.0009891033172607423,1.0842777901657747e-05,0.1,"(50,)",8,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 8}",0.5089058524173028,0.5089058524173028,0.4495530012771392,0.5332480818414322,0.5249679897567221,0.5051046452271567,0.029313096616146176,62,0.5344827586206896,0.5325670498084292,0.45390749601275915,0.5213647959183674,0.5278928912974179,0.5140429983315326,0.03040602301517639
18,0.2603055477142334,0.09367303178680471,0.00099029541015625,9.354519374670315e-06,0.1,"(50,)",9,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 9}",0.5292620865139949,0.5279898218829516,0.49936143039591313,0.5358056265984654,0.5019206145966709,0.5188871873404798,0.015130114249367922,53,0.5316091954022989,0.5440613026819924,0.511323763955343,0.5455994897959183,0.5310806503028371,0.5327348804276779,0.012298175213865148
19,0.2135869026184082,0.048973248564328234,0.0009799480438232421,1.9451215795870915e-06,0.1,"(50,)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 10}",0.5368956743002544,0.539440203562341,0.5172413793103449,0.5370843989769821,0.5480153649167734,0.535732516590097,0.0100895798588091,26,0.5405491698595147,0.5399106002554278,0.5598086124401914,0.5373086734693877,0.5387312719158431,0.543261665588073,0.008346871318745062
20,0.2759446620941162,0.08452241885005504,0.0010066509246826171,2.204483729746803e-05,0.1,"(50,)",11,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 11}",0.5356234096692112,0.49363867684478374,0.5287356321839081,0.510230179028133,0.5480153649167734,0.523226135783563,0.019202137125240985,46,0.5363984674329502,0.5137292464878672,0.5480063795853269,0.5216836734693877,0.5320369780044628,0.530370948995999,0.011853523203505799
21,0.2841513633728027,0.04464000885093286,0.0010297775268554687,1.6507383426763524e-05,0.1,"(50,)",12,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'rp__n_components': 12}",0.5419847328244275,0.5267175572519084,0.545338441890166,0.530690537084399,0.5608194622279129,0.5410923940786115,0.01201604202301836,20,0.5606641123882503,0.5587484035759898,0.5582137161084529,0.5481505102040817,0.5530761874402296,0.5557705859434009,0.00456307399654308
22,0.16038546562194825,0.04127929581103611,0.0011457443237304688,6.424212393767105e-05,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'rp__n_components': 2}",0.4312977099236641,0.43256997455470736,0.4495530012771392,0.4539641943734015,0.4686299615877081,0.44716692189892804,0.01398039938177838,121,0.44125159642401024,0.43486590038314177,0.44880382775119615,0.4572704081632653,0.4571246413771119,0.4478632748197451,0.008806789897839505
